,c1
7926,garish goofiness part charm
7927,quite possibly est ever 
7928,is fun yeah
7929,  ca
7930,laughably fantastically 
7931,glossy scifi fun
7932,young kids probably enjoy 
7933,respectable timewaster
7934, literally explos festival colors opulent costume sign lends majestic spilledcocaine imprint thats unmistakable urges distinctive areas presentation george lucas could follo
7935, camp classic
7936,like druginduced sexy fever dream s turned science fiction cinema
7937,a terminally unrwhelming scifi epic keep small children amused
7938,theres plenty colourful fun awful lot men tights listen pofaced tractors sheer cinema fun
7939,while scifi genre
7940,though special effects cheesy si direction workmanlike
7941,elements aged like discard pint warm beer fine wine
7942, see any else quite like it
7943,director mike hodges flash gordon wonrfully executed piece science fiction cinema become served cult classic since original release way back 
7944,lot entertaining looks would indicate plus always fun laugh s
7945,the message theres hope yet time young find voice courage
7946,livers exactly title promises and some
7947,hamstrung lean dialogue motley international cast python grail far away admirably unsentimental means stupid
7948,the live helmers glorious sense screen madness
7949,flaws remains intriguing early work highly capable director proves need big budget tell epic tale
7950,religion marriage ia heroism hurled verhos ial pyre
7951,its terrific unrrated actionadventure especially compared todays summertime blockbuster thrillers
7952,a smart character study disguised thriller
7953,relentless
7954,this different kind action 
7955,gets exciting mileage examining male cos honor behavior
7956,criminally unrrated adventure classic
7957,it matter whole improbable
7958, family another fish storyor be is
7959,fun
7960,true classic genre still like re 
7961, 
7962,just worth seeing
7963,forever ill hear fly screaming help me
7964,clavells script successfully treads fine line black comedy pofaced seriousness
7965,theres some truly fly unparalleled fly story zaps right old guts
7966,fun frightening
7967,though hardly masterpiece
7968,barometer people perceive funny others think creepy
7969, strong factor picture unusual believability
7970, absurdity offered ciphered calm become hallucinatory
7971,funny
7972,script works hard ensure premise livers succumbing surface absurdity
7973,the fly study boldness new discoveries compromised sciences need precision
7974,the climax help me given many viewers chills providing others chuckles im former camp primal terror situation fails move rest efficient solemnity
7975,like monster 
7976,firmly rooted type 
7977,crnberg collapsed heavy weight ias fly succeeds
7978,crnbergs gruesomely update classic
7979, stuff
7980,a tries many  funny campy
7981,crnbergs re fly no swat at edgy ambitious scifi showcase inspired performances tanm goldblum davis
7982,solid effective yeah
7983,true horror classic goldblums screen performance
7984,crnberg mucks original way
7985,excels telling seemingly simple story intensity human dimensions masked genre elements
7986,charles edward pogue crnbergs intelligent script goldblums heartfelt performance outlandish story perfectly feasible
7987,david crnbergs re scifi schlockfest fly celebrated perhaps perfectly balanced directors preprestige 
7988,kafka would loved it
7989,the playful
7990,crnbergs triumphant accessible date
7991, est
7992, fly stunning piece obsessive making way crnberg ftly allows us intify monstrous creation
7993,a classic combination romantic macabre set goers abuzz rest summer its fly
7994,whats  strong performances ingenious
7995,as slimy grotesque special effects become
7996,at 
7997,splendid direction constant sense tension crnberg prints footage masterfully exposed climax hallucination full review spanish
7998,almost philip kaufmans invasion body snatchers re easily david crnbergs 
7999,
8000, scenes reserved s style airplane dogfights
8001, artistic exciting works republic pictures full review spanish
8002,after kind go
8003,goofy breakdancing session senior prom closes footloose poor substitute either wildly pleasurable spectacles past hollywood musicals exaggerated pathos teen like rebel cau
8004,kids fight right party hokey songanddance story
8005,like rest todays viohappy teenage entertainments
8006,lively entertaining youth drama coming change repressive small town
8007,cynical manipulative exercise feel teen culture purports celebrate
8008,the features dancing nearly 
8009,herbert ross directed odd reasonably effective blend rock music didactic melodrama
8010,footloose exactly critical fave
8011,reignited youth genre dynamics music vio aesthetics remained cultural touchst ever since
8012,watchable energetic cast wonrs banal story
8013,dates possible way throwback kick
8014,kevin bacon moves like machete chopping jungle
8015, produced promote album sales full review spanish
8016,footloose elevated some teen romance becomes social parable dangers extremism footloose happens try control people 
8017,always grateful way positively impacted life
8018,rousing yarn classic british imperialist adventure story
8019,it magnificently staged produced
8020,a surprisingly straightforward thriller director coscripter roman polanski
8021,it polanskis est work
8022,polanski ford team gritty intense kidnapping thriller
8023,tight suspenseful thriller
8024,polanski succeed picking clever
8025, roman polanskis 
8026, isnt
8027,some fords work date
8028,funny unsettling
8029,nice suspense enjoy slow burns
8030,an energetic often lighthearted thriller
8031, traditional thrillers come pike quite time
8032,curiously effectively weds unlikely adventure thriller plodding realism daily life bluray
8033,a solid
8034,there many  frantic feels irritated whole is certainly miles polanskis recent effort
8035,cute concoction mothers daughters
8036,toward end amusing carchase scenes elsewhere humor clotted feeling jokes chasing reactions
8037, performances struggle gamely overcome increasingly predictable plot
8038,quite inspired disney comedy fine performances
8039, filled sight gags features wonrful performance harris
