,c1,sentiment_neg,sentiment_pos,sentiment_neu,sentiment_compound,sentiment
20758,"""hawaii survived earthquakes",0.0,0.623,0.377,0.5106,positive
20759,"""although film tells sadly ironic story extinction one culture upon invasion another",0.301,0.0,0.699,-0.5106,negative
20760,,0.0,0.0,0.0,0.0,neutral
20761,"""the conflict nave dogma nave innocence effectively established",0.18,0.43,0.391,0.4939,positive
20762,"""hill's direction",0.0,0.0,1.0,0.0,neutral
20763,"""it cost $15 million",0.0,0.0,1.0,0.0,neutral
20764,"""hawaii",0.0,0.0,1.0,0.0,neutral
20765,film features towering performance max von sydow ... although jocelyne lagarde nabbed praise delightful turn.,0.0,0.363,0.637,0.8126,positive
20766,"""the movie filled promising starts",0.0,0.403,0.597,0.4019,positive
20767,"""the setting las vegas",0.0,0.0,1.0,0.0,neutral
20768,,0.0,0.0,0.0,0.0,neutral
20769,,0.0,0.0,0.0,0.0,neutral
20770,"""an episodic",0.0,0.0,1.0,0.0,neutral
20771,"""there tough ingredients possibilities engrossing atmosphere. burt reynolds never takes central character beyond posturing despite intensity movie's violence",0.072,0.158,0.769,0.4203,positive
20772,,0.0,0.0,0.0,0.0,neutral
20773,"""keaton's documentary surprisingly light",0.0,0.423,0.577,0.296,positive
20774,,0.0,0.0,0.0,0.0,neutral
20775,,0.0,0.0,0.0,0.0,neutral
20776,"""some interviewees down-to-earth",0.0,0.0,1.0,0.0,neutral
20777,"""the oddball playfulness",0.0,0.524,0.476,0.296,positive
20778,director beatty light touch. keeps story moving briskly along. movie never gets serious yet care characters.,0.0,0.24,0.76,0.5302,positive
20779,"""in hands anyone warren beatty",0.0,0.0,1.0,0.0,neutral
20780,,0.0,0.0,0.0,0.0,neutral
20781,,0.0,0.0,0.0,0.0,neutral
20782,glorious encapsulating classical hollywood era style witty morality tale number wonderful performances.,0.0,0.505,0.495,0.8481,positive
20783,,0.0,0.0,0.0,0.0,neutral
20784,"""a sweet",0.0,0.75,0.25,0.4588,positive
20785,beatty's best comedy.,0.0,0.87,0.13,0.7717,positive
20786,"""it may quite resonance beatty's earlier work",0.0,0.0,1.0,0.0,neutral
20787,07-08-2003,0.0,0.0,1.0,0.0,neutral
20788,,0.0,0.0,0.0,0.0,neutral
20789,,0.0,0.0,0.0,0.0,neutral
20790,26-11-2003,0.0,0.0,1.0,0.0,neutral
20791,heaven wait shines almost every department: one rare movies deserves seen again.,0.0,0.231,0.769,0.5106,positive
20792,,0.0,0.0,0.0,0.0,neutral
20793,,0.0,0.0,0.0,0.0,neutral
20794,,0.0,0.0,0.0,0.0,neutral
20795,kind upbeat screwball comedy hollywood used smoothly well.,0.091,0.606,0.303,0.7783,positive
20796,really enjoyable high concept comedy; better 2000 remake!,0.0,0.64,0.36,0.8353,positive
20797,,0.0,0.0,0.0,0.0,neutral
20798,there's nothing worse pushy narrative.,0.0,0.593,0.407,0.5216,positive
20799,"""a comedy classic.....if never seen",0.0,0.385,0.615,0.3612,positive
20800,,0.0,0.0,0.0,0.0,neutral
20801,,0.0,0.0,0.0,0.0,neutral
20802,,0.0,0.0,0.0,0.0,neutral
20803,film drags feet uncertainly beginning end.,0.506,0.0,0.494,-0.4767,negative
20804,frivolous amusing spots.,0.0,0.565,0.435,0.3818,positive
20805,"""there laughs grodin cannon",0.0,0.516,0.484,0.4939,positive
20806,"""it's certainly likable enough big hit came",0.0,0.286,0.714,0.34,positive
20807,,0.0,0.0,0.0,0.0,neutral
20808,"""supremely produced",0.0,0.787,0.213,0.5719,positive
20809,heaven wait outstanding film.,0.0,0.785,0.215,0.8074,positive
20810,"""[the film] everything going it: big laughs",0.0,0.348,0.652,0.4939,positive
20811,updated version 1941 film comes mr jordan one remakes almost good original.,0.0,0.316,0.684,0.5616,positive
20812,still-relevant '70s comic fantasy profanity.,0.0,0.0,1.0,0.0,neutral
20813,"""this sweet movie watch",0.0,0.5,0.5,0.4588,positive
20814,"""it's charming",0.0,0.792,0.208,0.5859,positive
20815,pleasant little puff piece sure loved see it.,0.0,0.649,0.351,0.8495,positive
20816,beatty carry sort whimsy playing straight keeping ludicrous premise credible. film dogged nagging vision might been.,0.237,0.26,0.502,-0.128,positive
20817,"""along way fun",0.0,0.623,0.377,0.5106,positive
20818,sounds excruciatingly whimsical woven one funniest gentlest movies since '40s.,0.222,0.438,0.341,0.4215,positive
20819,"""it's far personal work",0.0,0.0,1.0,0.0,neutral
20820,,0.0,0.0,0.0,0.0,neutral
20821,"""not bad",0.0,0.74,0.26,0.431,positive
20822,,0.0,0.0,0.0,0.0,neutral
20823,"""one temple's best",0.0,0.677,0.323,0.6369,positive
20824,"""call sap",0.0,0.0,1.0,0.0,neutral
20825,04-08-2004,0.0,0.0,1.0,0.0,neutral
20826,,0.0,0.0,0.0,0.0,neutral
20827,"""it's depressing material",0.565,0.0,0.435,-0.3818,negative
20828,"""this classic children's film",0.0,0.0,1.0,0.0,neutral
20829,"""under dwan's capable hands",0.0,0.464,0.536,0.3818,positive
20830,"""like shirley temple stories",0.0,0.455,0.545,0.3612,positive
20831,"""decent film inventive scenes",0.0,0.0,1.0,0.0,neutral
20832,classic shirley temple film promotes positivity.,0.0,0.588,0.412,0.6908,positive
20833,better usual shirley temple film.,0.0,0.42,0.58,0.4404,positive
20834,shirley temple still cheers even today. probably best movie,0.0,0.51,0.49,0.8074,positive
20835,"""full chases",0.0,0.0,1.0,0.0,neutral
20836,top-notch work lot humour kurosawa films.,0.0,0.383,0.617,0.4767,positive
20837,"""the hidden fortress effortlessly intertwines action",0.0,0.0,1.0,0.0,neutral
20838,...memorable scenes touch samurai honor code philosophy ponder,0.0,0.314,0.686,0.4939,positive
20839,,0.0,0.0,0.0,0.0,neutral
20840,,0.0,0.0,0.0,0.0,neutral
20841,george lucas gives kurosawa classic props one inspirations star wars.,0.245,0.211,0.544,-0.128,negative
20842,"""by introducing comedy mixture telling tale atypical perspective",0.0,0.263,0.737,0.3612,positive
20843,27-03-2003,0.0,0.0,1.0,0.0,neutral
20844,"""kurosawa reminds us really best samurai movie director ever ... many laugh loud moments",0.0,0.403,0.597,0.8439,positive
20845,star wars fan miss suspiciously familiar samurai epic.,0.556,0.162,0.282,-0.6808,negative
20846,,0.0,0.0,0.0,0.0,neutral
20847,"""essentially superficial film kurosawa",0.0,0.0,1.0,0.0,neutral
20848,[an] exciting adventure epic.,0.0,0.733,0.267,0.6705,positive
20849,,0.0,0.0,0.0,0.0,neutral
20850,"""why kurosawa altar worship?",0.0,0.423,0.577,0.296,positive
20851,"""i enjoyed hidden fortress kurosawa's movies...for wonderful",0.0,0.583,0.417,0.7906,positive
20852,,0.0,0.0,0.0,0.0,neutral
20853,29-02-2008,0.0,0.0,1.0,0.0,neutral
20854,"""a masterpiece composition",0.0,0.672,0.328,0.6249,positive
20855,,0.0,0.0,0.0,0.0,neutral
20856,highly entertaining comical samurai film.,0.0,0.444,0.556,0.4927,positive
20857,"""kurosawa stages every scene eye toward screen-filling spectacle",0.0,0.0,1.0,0.0,neutral
20858,immaculately staged bit escapist entertainment get lost among kurosawa's celebrated works.,0.137,0.387,0.476,0.6369,positive
20859,play light dark elements what's arguably akira kurosawa's broadly appealing entertaining picture...explores dichotomy idiocy greed rewards sacrifice. [criterion blu-ray],0.173,0.31,0.517,0.5719,positive
20860,"""for scale",0.0,0.0,1.0,0.0,neutral
20861,"""mifune shines invigorates remains secondary kurosawa (less rewarding throne)",0.0,0.47,0.53,0.7357,positive
20862,"""kurosawa drawing influence american directors like john ford",0.0,0.263,0.737,0.3612,positive
20863,kurosawa's calculations pay thrills clever character delineation. trials journey impose heroic imperatives bonds loyalty ennoble even meanest characters.,0.128,0.447,0.426,0.875,positive
20864,"""[the hidden fortress] overlong drawn beginning gets moving",0.0,0.0,1.0,0.0,neutral
20865,film illustrates kurosawa's two weaknesses: tendency over-labor repeat mingling incompatible genres; traits director unsure style.,0.257,0.0,0.743,-0.5423,negative
20866,bit dry side worth watching influence scope,0.0,0.241,0.759,0.2263,positive
20867,"""even moments levity",0.0,0.0,1.0,0.0,neutral
20868,"""there's difference reiterating theme repeating worked",0.0,0.0,1.0,0.0,neutral
20869,become cult-status film...,0.0,0.0,1.0,0.0,neutral
20870,,0.0,0.0,0.0,0.0,neutral
20871,"""craven's best movie word """"texas"""" title.""",0.0,0.457,0.543,0.6369,positive
20872,,0.0,0.0,0.0,0.0,neutral
20873,22-08-2002,0.0,0.0,1.0,0.0,neutral
20874,,0.0,0.0,0.0,0.0,neutral
20875,,0.0,0.0,0.0,0.0,neutral
20876,05-02-2003,0.0,0.0,1.0,0.0,neutral
20877,inventive story ideas humorous touches give horror picture enduring relevancy stylistic flourish.,0.227,0.16,0.613,-0.2732,negative
20878,...a sporadically effective texas chain saw massacre rip-off.,0.0,0.307,0.693,0.4767,positive
20879,"""craven's latent sick streak gets major workout",0.355,0.0,0.645,-0.5106,negative
20880,"""as mirror low-fi",0.0,0.0,1.0,0.0,neutral
20881,"""even dog day",0.0,0.0,1.0,0.0,neutral
20882,"""craven paints interesting uniquely bloody study 'normal' people descend lowest depths order save",0.27,0.289,0.441,0.1027,positive
20883,,0.0,0.0,0.0,0.0,neutral
20884,heady mix ironic allegory seat-edge tension.,0.487,0.0,0.513,-0.4215,negative
20885,"""as disgusting movie",0.63,0.0,0.37,-0.5267,negative
20886,,0.0,0.0,0.0,0.0,neutral
20887,satisfying piece pulp.,0.0,0.6,0.4,0.4588,positive
20888,beware! 70s horror film ultra violent.,0.664,0.0,0.336,-0.8356,negative
20889,one prime examples fascinating american horror films 1970s.,0.28,0.265,0.455,-0.0516,negative
20890,"""it's different kind entertainment",0.0,0.756,0.244,0.7351,positive
20891,still iconic unforgettable elements hills eyes allow stand test time hold among horror master wes craven's wide body work,0.164,0.084,0.752,-0.4215,negative
20892,pretty weak script totally tasteless realization. [full review spanish],0.221,0.244,0.534,0.0772,positive
20893,"""in essence",0.0,0.0,1.0,0.0,neutral
20894,nothing could save either hindenburg film disaster.,0.574,0.0,0.426,-0.7736,negative
20895,,0.0,0.0,0.0,0.0,neutral
20896,,0.0,0.0,0.0,0.0,neutral
20897,,0.0,0.0,0.0,0.0,neutral
20898,,0.0,0.0,0.0,0.0,neutral
20899,"""the hindenburg disaster picture",0.577,0.0,0.423,-0.6249,negative
20900,blimpy make believe script surrounding true disaster.,0.345,0.235,0.42,-0.3182,negative
20901,stilted action adventure. hang around see stars burn death.,0.295,0.174,0.53,-0.3818,negative
20902,fascinating historical drama deserves seriously re-evaluated.,0.185,0.38,0.435,0.4215,positive
20903,disappointing disaster formula flick,0.785,0.0,0.215,-0.8074,negative
20904,"""the dialogue rotten; motivations unclear",0.639,0.0,0.361,-0.6486,negative
20905,seems disaster act god sabotage attempts recreate.,0.551,0.154,0.294,-0.7506,negative
20906,hindenburg gives us realistic dramatic disaster film yet.,0.369,0.0,0.631,-0.6249,negative
20907,"""the time leading final moments",0.0,0.0,1.0,0.0,neutral
20908,,0.0,0.0,0.0,0.0,neutral
20909,film good eric clapton music background.,0.0,0.367,0.633,0.4404,positive
20910,guys use guns. open mouths bore death.,0.541,0.0,0.459,-0.7096,negative
20911,,0.0,0.0,0.0,0.0,neutral
20912,"""all",0.0,0.0,1.0,0.0,neutral
20913,transmits alien grip atmosphere tone keeps one enthralled even ponders basis,0.0,0.0,1.0,0.0,neutral
20914,"""really exploration disjunction exteriors interiors",0.0,0.354,0.646,0.2944,positive
20915,'the hit' gives great terence stamp arguably best role.,0.123,0.509,0.368,0.8074,positive
20916,superb acting hurt stamp enough smooth rough patches.,0.252,0.304,0.444,0.1779,positive
20917,frears writer peter prince taken potentially familiar tale gangland betrayal revenge made something richly inventive entertaining.,0.288,0.232,0.48,-0.34,negative
20918,"""it dexterously balanced killer thriller idiosyncratic frears",0.402,0.131,0.467,-0.5994,negative
20919,"""besides superb screenplay",0.0,0.672,0.328,0.6249,positive
20920,"""""""the hit"""" something special: thoughtful",0.0,0.639,0.361,0.6486,positive
20921,... absolutely film captures imagination crime thriller subgenre given philosopher's tongue amid road movie structure.,0.196,0.078,0.726,-0.4767,negative
20922,,0.0,0.0,0.0,0.0,neutral
20923,,0.0,0.0,0.0,0.0,neutral
20924,23-05-2004,0.0,0.0,1.0,0.0,neutral
20925,weak capra light drama sinatra edward g.,0.326,0.0,0.674,-0.4404,negative
20926,"""capra's next last film",0.0,0.0,1.0,0.0,neutral
20927,penultimate film 61-year-old frank capra.,0.0,0.0,1.0,0.0,neutral
20928,"""acting direction save every pothole mawkishness might dropped into; comedy temperament manages feeling funny",0.0,0.502,0.498,0.8442,positive
20929,"""frank sinatra appears lighthearted florida widower twelve-year-old son pleasant hollywood comedy. edward g. robinson",0.0,0.439,0.561,0.8225,positive
20930,"""riddled clichs",0.0,0.0,1.0,0.0,neutral
20931,,0.0,0.0,0.0,0.0,neutral
20932,,0.0,0.0,0.0,0.0,neutral
20933,"""cheesy '80s teen comedy profanity",0.0,0.385,0.615,0.3612,positive
20934,"""hot pursuit fares much",0.0,0.0,1.0,0.0,neutral
20935,expect emerge best comic-horror pic 2013.,0.0,0.457,0.543,0.6369,positive
20936,"""frankly speaking",0.0,0.0,1.0,0.0,neutral
20937,"""100 bloody acres extremely funny comedy viewers handle bloodshed",0.195,0.402,0.403,0.4716,positive
20938,gory funny riff trusty standby city kids menaced rural types.,0.171,0.386,0.443,0.5267,positive
20939,"""while australian horror-comedy film 100 bloody acres knee-slapping",0.293,0.0,0.707,-0.4404,negative
20940,film that's funny and/or scary lump sod.,0.288,0.261,0.45,-0.0772,negative
20941,"""playing like elmore leonard novel",0.0,0.767,0.233,0.6808,positive
20942,"""one sees film called 100 bloody acres expecting requisite allusions texas chainsaw massacre",0.195,0.0,0.805,-0.4404,negative
20943,"""""""100 bloody acres"""" gory good fun.""",0.24,0.512,0.248,0.5106,positive
20944,"""though entertaining enough genre exercise",0.0,0.42,0.58,0.4404,positive
20945,"""""""100 bloody acres"""" somehow manages retro date giddy",0.429,0.0,0.571,-0.5423,negative
20946,"""a blend horror comedy kind tonal impertinence near-impossible pull",0.237,0.378,0.385,0.296,positive
20947,"""brothers colin cameron cairnes carry good deal energy style",0.0,0.417,0.583,0.6124,positive
20948,"""you'll laugh",0.0,0.783,0.217,0.5574,positive
20949,"""the """"no worries mate"""" tone actually seems fit otherwise straightforward hunters-vs.-hunted scenario.""",0.183,0.163,0.654,-0.0772,negative
20950,"""100 bloody acres pulls",0.492,0.0,0.508,-0.4404,negative
20951,"""it's gory",0.0,0.0,1.0,0.0,neutral
20952,oddly amiable horror-farce plays like cross 1990's misery 2012's tucker dale vs. evil.,0.375,0.208,0.417,-0.6808,negative
20953,"""this fairly rote tale rural ghouls passing-through prey hick charm",0.0,0.231,0.769,0.4019,positive
20954,"""the potential mainstream crossover success apparent; exceedingly well-made work satirises satisfies",0.0,0.419,0.581,0.7579,positive
20955,"""it sounds appalling",0.556,0.0,0.444,-0.3612,negative
20956,smartly written acted exceptionally well-directed movie.,0.0,0.333,0.667,0.3612,positive
20957,morgan brothers' special blend gross-out laughs sustainable enough.,0.0,0.496,0.504,0.7096,positive
20958,"""100 bloody acres mercurial central character",0.367,0.0,0.633,-0.4404,negative
20959,"""a highly amusing little horror movie",0.347,0.274,0.379,-0.1969,negative
20960,"""the elements potentially bloody good time",0.296,0.296,0.408,0.0,neutral
20961,wickedly funny romp heralds arrival seriously fiendish talent.,0.331,0.393,0.276,0.2263,positive
20962,"""a horror-comedy typically much tougher pull straight horror - straight comedy",0.209,0.452,0.339,0.3182,positive
20963,"""the cairnes take blood",0.0,0.0,1.0,0.0,neutral
20964,"""crossing sweeny todd tucker dale vs evil",0.423,0.0,0.577,-0.6597,negative
20965,"""a potently satirical realisation """"dog eat dog"""" business strategy really means.""",0.0,0.0,1.0,0.0,neutral
20966,film tries hard next big thing horror comedy ends trite rehash genre tropes.,0.375,0.136,0.489,-0.5267,negative
20967,"""100 bloody acres yet another cheap'n'cheerful australian comedy-horror film",0.266,0.0,0.734,-0.4404,negative
20968,taken three years negligible aussie splatterfest get one-weekend-only release; wonder anybody thought rescue it.,0.0,0.202,0.798,0.5106,positive
20969,funny comedy errors material that's delivered broad bloody fashion.,0.338,0.344,0.318,0.0258,positive
20970,"""on occasions story takes desperate lurches quickly abandoned new directions",0.398,0.0,0.602,-0.6486,negative
20971,"""100 bloody acres excellent example comedy-horror gets balance right",0.213,0.272,0.515,0.2023,positive
20972,"""never scary",0.0,0.724,0.276,0.3875,positive
20973,one hell oddity,0.697,0.0,0.303,-0.6808,negative
20974,"""as insightful teen romances come",0.0,0.365,0.635,0.3182,positive
20975,"""far teen movies yesteryear",0.0,0.0,1.0,0.0,neutral
20976,...you could certainly worse.,0.413,0.32,0.267,-0.1779,negative
20977,,0.0,0.0,0.0,0.0,neutral
20978,"""none tales meat enough satisfy alone. together",0.2,0.3,0.5,0.25,positive
20979,"""called appear charismatic",0.0,0.0,1.0,0.0,neutral
20980,"""it's altman",0.0,0.0,1.0,0.0,neutral
